Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Symbols,msft,amzn,tsla,dal,aapl,msft,amzn,tsla,dal,aapl,msft,amzn,tsla,dal,aapl,msft,amzn,tsla,dal,aapl,msft,amzn,tsla,dal,aapl,msft,amzn,tsla,dal,aapl
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,99.37519073486328,1539.1300048828125,310.1199951171875,48.43214797973633,155.21400451660156,101.12000274658203,1539.1300048828125,310.1199951171875,50.09000015258789,157.9199981689453,101.75,1553.3599853515625,315.1300048828125,50.15999984741211,158.85000610351562,98.94000244140625,1460.9300537109375,298.79998779296875,48.880001068115234,154.22999572753906,99.55000305175781,1465.199951171875,306.1000061035156,49.25,154.88999938964844,35329300.0,7983100.0,11658600.0,5270700.0,37039700.0
2019-01-03,95.71937561035156,1500.280029296875,300.3599853515625,44.10042190551758,139.7535400390625,97.4000015258789,1500.280029296875,300.3599853515625,45.61000061035156,142.19000244140625,100.19000244140625,1538.0,309.3999938964844,48.939998626708984,145.72000122070312,97.19999694824219,1497.1099853515625,297.3800048828125,45.08000183105469,142.0,100.0999984741211,1520.010009765625,307.0,48.5099983215332,143.97999572753906,42579100.0,6975600.0,6965200.0,18694100.0,91312200.0
2019-01-04,100.17121124267578,1575.3900146484375,317.69000244140625,46.20826721191406,145.71951293945312,101.93000030517578,1575.3900146484375,317.69000244140625,47.790000915527344,148.25999450683594,102.51000213623047,1594.0,318.0,48.83000183105469,148.5500030517578,98.93000030517578,1518.31005859375,302.7300109863281,46.2400016784668,143.8000030517578,99.72000122070312,1530.0,306.0,46.369998931884766,144.52999877929688,44060600.0,9182600.0,7394100.0,11037000.0,58607100.0
2019-01-07,100.29896545410156,1629.510009765625,334.9599914550781,46.26627731323242,145.39520263671875,102.05999755859375,1629.510009765625,334.9599914550781,47.849998474121094,147.92999267578125,103.2699966430664,1634.56005859375,336.739990234375,48.439998626708984,148.8300018310547,100.9800033569336,1589.18994140625,317.75,47.130001068115234,145.89999389648438,101.63999938964844,1602.31005859375,321.7200012207031,48.0,148.6999969482422,35656100.0,7993200.0,7551200.0,9375500.0,54777800.0
2019-01-08,101.02619934082031,1656.5799560546875,335.3500061035156,45.89885330200195,148.1668701171875,102.80000305175781,1656.5799560546875,335.3500061035156,47.470001220703125,150.75,103.97000122070312,1676.6099853515625,344.010009765625,48.66999816894531,151.82000732421875,101.70999908447266,1616.6099853515625,327.0199890136719,46.95000076293945,148.52000427246094,103.04000091552734,1664.68994140625,341.9599914550781,48.47999954223633,149.55999755859375,31514400.0,8881400.0,7008500.0,8231400.0,41025300.0
2019-01-09,102.4708251953125,1659.4200439453125,338.5299987792969,46.86575698852539,150.6829833984375,104.2699966430664,1659.4200439453125,338.5299987792969,48.470001220703125,153.30999755859375,104.87999725341797,1667.800048828125,343.5,48.720001220703125,154.52999877929688,103.23999786376953,1641.4000244140625,331.4700012207031,46.91999816894531,149.6300048828125,103.86000061035156,1652.97998046875,335.5,47.099998474121094,151.2899932861328,32280800.0,6348800.0,5432900.0,8095300.0,45099100.0
2019-01-10,101.8124008178711,1656.219970703125,344.9700012207031,47.117156982421875,151.1646270751953,103.5999984741211,1656.219970703125,344.9700012207031,48.72999954223633,153.8000030517578,103.75,1663.25,345.3900146484375,48.90999984741211,153.97000122070312,102.37999725341797,1621.6199951171875,331.7900085449219,45.81999969482422,150.86000061035156,103.22000122070312,1641.010009765625,334.3999938964844,46.68000030517578,152.5,30067600.0,6507700.0,6056400.0,11880200.0,35780700.0
2019-01-11,101.02619934082031,1640.56005859375,347.260009765625,46.95278549194336,149.6804656982422,102.80000305175781,1640.56005859375,347.260009765625,48.560001373291016,152.2899932861328,103.44000244140625,1660.2900390625,348.4100036621094,48.66999816894531,153.6999969482422,101.63999938964844,1636.219970703125,338.7699890136719,47.59000015258789,151.50999450683594,103.19000244140625,1640.550048828125,342.0899963378906,48.220001220703125,152.8800048828125,28314200.0,4686200.0,5039100.0,6577900.0,27023200.0
2019-01-14,100.28914642333984,1617.2099609375,334.3999938964844,46.16958999633789,147.42971801757812,102.05000305175781,1617.2099609375,334.3999938964844,47.75,150.0,102.87000274658203,1648.199951171875,342.5,47.900001525878906,151.27000427246094,101.26000213623047,1595.1500244140625,334.0,46.400001525878906,149.22000122070312,101.9000015258789,1615.0,342.3800048828125,47.56999969482422,150.85000610351562,28437100.0,6005900.0,5247300.0,10095100.0,32439200.0
2019-01-15,103.19806671142578,1674.56005859375,344.42999267578125,46.24694061279297,150.44712829589844,105.01000213623047,1674.56005859375,344.42999267578125,47.83000183105469,153.07000732421875,105.05000305175781,1675.1600341796875,348.79998779296875,49.290000915527344,153.38999938964844,101.87999725341797,1626.010009765625,334.5,46.849998474121094,150.0500030517578,102.51000213623047,1632.0,335.0,47.970001220703125,150.27000427246094,31587600.0,5998500.0,6056600.0,11569500.0,28710900.0
2019-01-16,103.56168365478516,1683.780029296875,346.04998779296875,45.927860260009766,152.2850799560547,105.37999725341797,1683.780029296875,346.04998779296875,47.5,154.94000244140625,106.26000213623047,1705.0,352.0,49.18000030517578,155.8800048828125,104.95999908447266,1675.8800048828125,343.5,47.40999984741211,153.0,105.26000213623047,1684.219970703125,344.7799987792969,48.88999938964844,153.0800018310547,29853900.0,6366900.0,4691700.0,9823000.0,30569700.0
2019-01-17,104.2889175415039,1693.219970703125,347.30999755859375,46.62403869628906,153.18930053710938,106.12000274658203,1693.219970703125,347.30999755859375,48.220001220703125,155.86000061035156,106.62999725341797,1700.1700439453125,351.5,48.56999969482422,157.66000366210938,104.76000213623047,1677.5,344.1499938964844,47.31999969482422,153.25999450683594,105.0,1680.0,346.2099914550781,47.439998626708984,154.1999969482422,28393000.0,4208900.0,3676700.0,7312700.0,29821200.0
2019-01-18,105.85147857666016,1696.199951171875,302.260009765625,46.51767349243164,154.1328582763672,107.70999908447266,1696.199951171875,302.260009765625,48.11000061035156,156.82000732421875,107.9000015258789,1716.199951171875,327.1300048828125,48.70000076293945,157.8800048828125,105.91000366210938,1691.5400390625,299.7300109863281,47.939998626708984,155.97999572753906,107.45999908447266,1712.0,323.0,48.63999938964844,157.5,37427600.0,6020500.0,24150800.0,7850200.0,33751000.0
