Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,0.043699998408555984,0.03099999949336052,0.031199999153614044,0.03099999949336052,10607,0.03099999949336052
2019-01-03,0.03500000014901161,0.03099999949336052,0.03099999949336052,0.03500000014901161,47762,0.03500000014901161
2019-01-04,0.03799999877810478,0.031199999153614044,0.03799999877810478,0.03553000092506409,6946,0.03553000092506409
2019-01-07,0.03500000014901161,0.03099999949336052,0.03500000014901161,0.03099999949336052,26384,0.03099999949336052
2019-01-08,0.03799999877810478,0.03400000184774399,0.03400000184774399,0.03500000014901161,94369,0.03500000014901161
2019-01-09,0.03500000014901161,0.032999999821186066,0.03500000014901161,0.032999999821186066,39320,0.032999999821186066
2019-01-10,0.03985000029206276,0.03200000151991844,0.03500000014901161,0.03200000151991844,118428,0.03200000151991844
2019-01-11,0.04360000044107437,0.03500000014901161,0.03500000014901161,0.03999999910593033,460735,0.03999999910593033
2019-01-14,0.03999999910593033,0.03680000081658363,0.03999999910593033,0.03700000047683716,49783,0.03700000047683716
2019-01-15,0.03700000047683716,0.03700000047683716,0.03700000047683716,0.03700000047683716,0,0.03700000047683716
2019-01-16,0.039000000804662704,0.031099999323487282,0.039000000804662704,0.03500000014901161,76400,0.03500000014901161
2019-01-17,0.037939999252557755,0.03099999949336052,0.03500000014901161,0.03500000014901161,68762,0.03500000014901161
2019-01-18,0.03500000014901161,0.03200000151991844,0.03500000014901161,0.03200000151991844,21238,0.03200000151991844
2019-01-22,0.03500000014901161,0.03200000151991844,0.03500000014901161,0.03200000151991844,47107,0.03200000151991844
2019-01-23,0.03500000014901161,0.03200000151991844,0.03220000118017197,0.03400000184774399,68380,0.03400000184774399
2019-01-24,0.04194999858736992,0.032999999821186066,0.04194999858736992,0.032999999821186066,506,0.032999999821186066
2019-01-25,0.048500001430511475,0.03999999910593033,0.03999999910593033,0.04560000076889992,237687,0.04560000076889992
2019-01-28,0.048500001430511475,0.041999999433755875,0.048500001430511475,0.041999999433755875,33707,0.041999999433755875
2019-01-29,0.04699999839067459,0.041999999433755875,0.04303000122308731,0.04699999839067459,15310,0.04699999839067459
2019-01-30,0.04600000008940697,0.03999999910593033,0.04600000008940697,0.03999999910593033,96830,0.03999999910593033
2019-01-31,0.04149999842047691,0.026499999687075615,0.03999999910593033,0.026499999687075615,244176,0.026499999687075615
2019-02-01,0.04600000008940697,0.029999999329447746,0.03500000014901161,0.04500000178813934,558199,0.04500000178813934
2019-02-04,0.09489999711513519,0.045090001076459885,0.04670000076293945,0.09098999947309494,637009,0.09098999947309494
2019-02-05,0.13989999890327454,0.05000000074505806,0.10490000247955322,0.11999999731779099,910586,0.11999999731779099
2019-02-06,0.14000000059604645,0.10000000149011612,0.12049999833106995,0.14000000059604645,374053,0.14000000059604645
2019-02-07,0.14000000059604645,0.10999999940395355,0.13500000536441803,0.12970000505447388,116260,0.12970000505447388
2019-02-08,0.14000000059604645,0.10350000113248825,0.11169999837875366,0.14000000059604645,298965,0.14000000059604645
2019-02-11,0.15000000596046448,0.10999999940395355,0.13099999725818634,0.11999999731779099,376617,0.11999999731779099
2019-02-12,0.12489999830722809,0.08800999820232391,0.11999999731779099,0.09000000357627869,85185,0.09000000357627869
2019-02-13,0.09995000064373016,0.07500000298023224,0.0949999988079071,0.07999999821186066,100070,0.07999999821186066
2019-02-14,0.07524999976158142,0.07500000298023224,0.07524999976158142,0.07500000298023224,51802,0.07500000298023224
2019-02-15,0.09380000084638596,0.07010000199079514,0.07010000199079514,0.09380000084638596,47387,0.09380000084638596
2019-02-19,0.10000000149011612,0.07500000298023224,0.10000000149011612,0.07590000331401825,425770,0.07590000331401825
2019-02-20,0.08940000087022781,0.07410000264644623,0.08940000087022781,0.08489999920129776,45488,0.08489999920129776
2019-02-21,0.07999999821186066,0.06960000097751617,0.07999999821186066,0.07500000298023224,127149,0.07500000298023224
2019-02-22,0.07500000298023224,0.07500000298023224,0.07500000298023224,0.07500000298023224,40000,0.07500000298023224
2019-02-25,0.07999999821186066,0.07500000298023224,0.07500000298023224,0.07999999821186066,31838,0.07999999821186066
2019-02-26,0.07500000298023224,0.07000000029802322,0.07000000029802322,0.07249999791383743,88700,0.07249999791383743
2019-02-27,0.07500000298023224,0.06599999964237213,0.0732399970293045,0.07500000298023224,58436,0.07500000298023224
2019-02-28,0.07500000298023224,0.07000000029802322,0.07000000029802322,0.07000000029802322,20906,0.07000000029802322
2019-03-01,0.07495000213384628,0.05999999865889549,0.07495000213384628,0.05999999865889549,112410,0.05999999865889549
2019-03-04,0.07000000029802322,0.04919999837875366,0.05999999865889549,0.060499999672174454,312614,0.060499999672174454
2019-03-05,0.07500000298023224,0.060499999672174454,0.06750000268220901,0.06967999786138535,141233,0.06967999786138535
2019-03-06,0.07249999791383743,0.061000000685453415,0.07249999791383743,0.07000000029802322,126074,0.07000000029802322
2019-03-07,0.08969999849796295,0.05999999865889549,0.07999999821186066,0.07000000029802322,282605,0.07000000029802322
2019-03-08,0.06499999761581421,0.054999999701976776,0.06019999831914902,0.06499999761581421,177622,0.06499999761581421
2019-03-11,0.06400000303983688,0.05510000139474869,0.05999999865889549,0.05999999865889549,31380,0.05999999865889549
2019-03-12,0.05999999865889549,0.05999999865889549,0.05999999865889549,0.05999999865889549,10166,0.05999999865889549
2019-03-13,0.05999999865889549,0.050999999046325684,0.054999999701976776,0.050999999046325684,37672,0.050999999046325684
2019-03-14,0.05999999865889549,0.050999999046325684,0.05999999865889549,0.050999999046325684,15145,0.050999999046325684
2019-03-15,0.05999999865889549,0.050999999046325684,0.051989998668432236,0.050999999046325684,38902,0.050999999046325684
2019-03-18,0.06499999761581421,0.045499999076128006,0.045499999076128006,0.06499999761581421,73973,0.06499999761581421
2019-03-19,0.07699999958276749,0.05999999865889549,0.06499999761581421,0.06750000268220901,346593,0.06750000268220901
2019-03-20,0.06989999860525131,0.05999999865889549,0.06750000268220901,0.06949999928474426,268611,0.06949999928474426
2019-03-21,0.07699999958276749,0.06499999761581421,0.06949999928474426,0.07699999958276749,252531,0.07699999958276749
2019-03-22,0.09489999711513519,0.06949999928474426,0.07999999821186066,0.07270000129938126,147881,0.07270000129938126
2019-03-25,0.08749999850988388,0.057100001722574234,0.08749999850988388,0.059859998524188995,80242,0.059859998524188995
2019-03-26,0.07490000128746033,0.05689999833703041,0.05689999833703041,0.07000000029802322,286043,0.07000000029802322
2019-03-27,0.07000000029802322,0.0551999993622303,0.07000000029802322,0.05999999865889549,174000,0.05999999865889549
2019-03-28,0.06279999762773514,0.05689999833703041,0.05962999910116196,0.06279999762773514,61233,0.06279999762773514
2019-03-29,0.06279999762773514,0.0551999993622303,0.06279999762773514,0.062199998646974564,64950,0.062199998646974564
2019-04-01,0.062199998646974564,0.050599999725818634,0.06162000074982643,0.062199998646974564,23640,0.062199998646974564
2019-04-02,0.062199998646974564,0.057259999215602875,0.057259999215602875,0.062199998646974564,3231,0.062199998646974564
2019-04-03,0.07000000029802322,0.06168999895453453,0.06168999895453453,0.07000000029802322,98400,0.07000000029802322
2019-04-04,0.07959999889135361,0.06599999964237213,0.06849999725818634,0.06599999964237213,98792,0.06599999964237213
2019-04-05,0.09000000357627869,0.07000000029802322,0.07739999890327454,0.07800000160932541,75981,0.07800000160932541
2019-04-08,0.09000000357627869,0.07800000160932541,0.09000000357627869,0.08900000154972076,44734,0.08900000154972076
2019-04-09,0.09000000357627869,0.07800000160932541,0.08900000154972076,0.09000000357627869,52159,0.09000000357627869
2019-04-10,0.09000000357627869,0.09000000357627869,0.09000000357627869,0.09000000357627869,1701,0.09000000357627869
2019-04-11,0.09000000357627869,0.09000000357627869,0.09000000357627869,0.09000000357627869,411,0.09000000357627869
